RUN	PerformanceTest	performancetest	1549556445936	double check	3.0.3
REQUEST	493		Employee Logout Redirect 1	1549556453429	1549556453430	OK	 
REQUEST	554		Login as a Client	1549556452826	1549556453431	OK	 
REQUEST	493		Employee Logout Redirect 2	1549556453430	1549556453432	OK	 
USER	OrderItemsAndAcceptOrder	493	END	1549556452215	1549556453432
REQUEST	554		Add Order	1549556453431	1549556453433	OK	 
REQUEST	554		Client Logout	1549556453434	1549556453434	OK	 
REQUEST	554		Client Logout Redirect 1	1549556453435	1549556453435	OK	 
USER	OrderItemsAndAcceptOrder	615	START	1549556453436	1549556453436
REQUEST	554		Client Logout Redirect 2	1549556453435	1549556453437	OK	 
REQUEST	555		Login as a Client	1549556452835	1549556453443	OK	 
REQUEST	494		Login as a Employee	1549556452838	1549556453443	OK	 
USER	OrderItemsAndAcceptOrder	616	START	1549556453445	1549556453445
REQUEST	555		Add Order	1549556453443	1549556453445	OK	 
REQUEST	555		Client Logout	1549556453446	1549556453446	OK	 
REQUEST	494		Change status of order	1549556453443	1549556453447	OK	 
REQUEST	555		Client Logout Redirect 1	1549556453446	1549556453447	OK	 
REQUEST	494		Employee Logout	1549556453447	1549556453447	OK	 
REQUEST	556		Login as a Client	1549556452845	1549556453448	OK	 
REQUEST	495		Login as a Employee	1549556452843	1549556453448	OK	 
REQUEST	494		Employee Logout Redirect 1	1549556453448	1549556453448	OK	 
REQUEST	555		Client Logout Redirect 2	1549556453447	1549556453449	OK	 
REQUEST	494		Employee Logout Redirect 2	1549556453448	1549556453450	OK	 
USER	OrderItemsAndAcceptOrder	494	END	1549556452225	1549556453450
REQUEST	556		Add Order	1549556453448	1549556453450	OK	 
REQUEST	556		Client Logout	1549556453451	1549556453451	OK	 
REQUEST	495		Change status of order	1549556453448	1549556453451	OK	 
REQUEST	556		Client Logout Redirect 1	1549556453451	1549556453452	OK	 
REQUEST	495		Employee Logout	1549556453452	1549556453452	OK	 
REQUEST	495		Employee Logout Redirect 1	1549556453452	1549556453453	OK	 
REQUEST	556		Client Logout Redirect 2	1549556453452	1549556453454	OK	 
USER	OrderItemsAndAcceptOrder	617	START	1549556453454	1549556453454
REQUEST	495		Employee Logout Redirect 2	1549556453453	1549556453454	OK	 
USER	OrderItemsAndAcceptOrder	495	END	1549556452234	1549556453455
REQUEST	557		Login as a Client	1549556452855	1549556453458	OK	 
REQUEST	496		Login as a Employee	1549556452854	1549556453458	OK	 
REQUEST	557		Add Order	1549556453458	1549556453460	OK	 
REQUEST	557		Client Logout	1549556453461	1549556453461	OK	 
REQUEST	496		Change status of order	1549556453459	1549556453462	OK	 
REQUEST	557		Client Logout Redirect 1	1549556453462	1549556453462	OK	 
REQUEST	496		Employee Logout	1549556453462	1549556453462	OK	 
REQUEST	496		Employee Logout Redirect 1	1549556453463	1549556453463	OK	 
REQUEST	557		Client Logout Redirect 2	1549556453462	1549556453464	OK	 
USER	OrderItemsAndAcceptOrder	618	START	1549556453464	1549556453464
REQUEST	496		Employee Logout Redirect 2	1549556453463	1549556453465	OK	 
USER	OrderItemsAndAcceptOrder	496	END	1549556452245	1549556453465
REQUEST	558		Login as a Client	1549556452865	1549556453468	OK	 
REQUEST	558		Add Order	1549556453468	1549556453470	OK	 
REQUEST	558		Client Logout	1549556453471	1549556453471	OK	 
REQUEST	558		Client Logout Redirect 1	1549556453471	1549556453472	OK	 
REQUEST	497		Login as a Employee	1549556452869	1549556453473	OK	 
REQUEST	558		Client Logout Redirect 2	1549556453472	1549556453473	OK	 
USER	OrderItemsAndAcceptOrder	619	START	1549556453474	1549556453474
REQUEST	498		Login as a Employee	1549556452874	1549556453477	OK	 
REQUEST	497		Change status of order	1549556453473	1549556453477	OK	 
REQUEST	497		Employee Logout	1549556453477	1549556453478	OK	 
REQUEST	497		Employee Logout Redirect 1	1549556453478	1549556453479	OK	 
REQUEST	497		Employee Logout Redirect 2	1549556453479	1549556453480	OK	 
USER	OrderItemsAndAcceptOrder	497	END	1549556452256	1549556453481
REQUEST	498		Change status of order	1549556453477	1549556453481	OK	 
REQUEST	559		Login as a Client	1549556452875	1549556453481	OK	 
REQUEST	498		Employee Logout	1549556453481	1549556453481	OK	 
REQUEST	498		Employee Logout Redirect 1	1549556453482	1549556453482	OK	 
REQUEST	559		Add Order	1549556453482	1549556453484	OK	 
REQUEST	498		Employee Logout Redirect 2	1549556453482	1549556453484	OK	 
USER	OrderItemsAndAcceptOrder	498	END	1549556452265	1549556453484
REQUEST	559		Client Logout	1549556453484	1549556453484	OK	 
USER	OrderItemsAndAcceptOrder	620	START	1549556453485	1549556453485
REQUEST	559		Client Logout Redirect 1	1549556453485	1549556453485	OK	 
REQUEST	559		Client Logout Redirect 2	1549556453485	1549556453487	OK	 
REQUEST	499		Login as a Employee	1549556452883	1549556453489	OK	 
REQUEST	499		Change status of order	1549556453489	1549556453492	OK	 
REQUEST	560		Login as a Client	1549556452885	1549556453492	OK	 
REQUEST	499		Employee Logout	1549556453492	1549556453493	OK	 
REQUEST	499		Employee Logout Redirect 1	1549556453493	1549556453493	OK	 
USER	OrderItemsAndAcceptOrder	621	START	1549556453495	1549556453495
REQUEST	560		Add Order	1549556453493	1549556453495	OK	 
REQUEST	499		Employee Logout Redirect 2	1549556453494	1549556453495	OK	 
USER	OrderItemsAndAcceptOrder	499	END	1549556452274	1549556453495
REQUEST	560		Client Logout	1549556453495	1549556453495	OK	 
REQUEST	560		Client Logout Redirect 1	1549556453496	1549556453496	OK	 
REQUEST	560		Client Logout Redirect 2	1549556453497	1549556453498	OK	 
REQUEST	561		Login as a Client	1549556452895	1549556453498	OK	 
REQUEST	500		Login as a Employee	1549556452893	1549556453498	OK	 
REQUEST	561		Add Order	1549556453499	1549556453501	OK	 
REQUEST	561		Client Logout	1549556453502	1549556453502	OK	 
REQUEST	500		Change status of order	1549556453499	1549556453502	OK	 
REQUEST	561		Client Logout Redirect 1	1549556453502	1549556453503	OK	 
REQUEST	500		Employee Logout	1549556453503	1549556453503	OK	 
REQUEST	500		Employee Logout Redirect 1	1549556453503	1549556453504	OK	 
REQUEST	561		Client Logout Redirect 2	1549556453503	1549556453504	OK	 
USER	OrderItemsAndAcceptOrder	622	START	1549556453505	1549556453505
REQUEST	500		Employee Logout Redirect 2	1549556453504	1549556453505	OK	 
USER	OrderItemsAndAcceptOrder	500	END	1549556452284	1549556453506
REQUEST	562		Login as a Client	1549556452905	1549556453510	OK	 
REQUEST	503		Login as a Employee	1549556452905	1549556453510	OK	 
REQUEST	501		Login as a Employee	1549556452904	1549556453510	OK	 
REQUEST	562		Add Order	1549556453510	1549556453512	OK	 
REQUEST	562		Client Logout	1549556453513	1549556453513	OK	 
REQUEST	503		Change status of order	1549556453510	1549556453513	OK	 
REQUEST	501		Change status of order	1549556453510	1549556453513	OK	 
REQUEST	562		Client Logout Redirect 1	1549556453513	1549556453514	OK	 
REQUEST	503		Employee Logout	1549556453514	1549556453514	OK	 
REQUEST	501		Employee Logout	1549556453514	1549556453514	OK	 
REQUEST	503		Employee Logout Redirect 1	1549556453514	1549556453515	OK	 
REQUEST	501		Employee Logout Redirect 1	1549556453514	1549556453515	OK	 
USER	OrderItemsAndAcceptOrder	623	START	1549556453515	1549556453515
REQUEST	562		Client Logout Redirect 2	1549556453514	1549556453515	OK	 
REQUEST	501		Employee Logout Redirect 2	1549556453515	1549556453516	OK	 
USER	OrderItemsAndAcceptOrder	501	END	1549556452295	1549556453517
REQUEST	503		Employee Logout Redirect 2	1549556453515	1549556453516	OK	 
USER	OrderItemsAndAcceptOrder	503	END	1549556452295	1549556453517
REQUEST	502		Login as a Employee	1549556452915	1549556453517	OK	 
REQUEST	563		Login as a Client	1549556452915	1549556453519	OK	 
REQUEST	502		Change status of order	1549556453518	1549556453521	OK	 
REQUEST	502		Employee Logout	1549556453521	1549556453521	OK	 
REQUEST	563		Add Order	1549556453520	1549556453522	OK	 
REQUEST	502		Employee Logout Redirect 1	1549556453522	1549556453522	OK	 
REQUEST	563		Client Logout	1549556453522	1549556453523	OK	 
REQUEST	563		Client Logout Redirect 1	1549556453523	1549556453523	OK	 
REQUEST	502		Employee Logout Redirect 2	1549556453522	1549556453524	OK	 
USER	OrderItemsAndAcceptOrder	502	END	1549556452304	1549556453524
REQUEST	563		Client Logout Redirect 2	1549556453523	1549556453525	OK	 
USER	OrderItemsAndAcceptOrder	624	START	1549556453525	1549556453525
REQUEST	564		Login as a Client	1549556452925	1549556453527	OK	 
REQUEST	564		Add Order	1549556453527	1549556453529	OK	 
REQUEST	564		Client Logout	1549556453530	1549556453530	OK	 
REQUEST	564		Client Logout Redirect 1	1549556453530	1549556453531	OK	 
REQUEST	564		Client Logout Redirect 2	1549556453531	1549556453532	OK	 
USER	OrderItemsAndAcceptOrder	625	START	1549556453535	1549556453535
REQUEST	565		Login as a Client	1549556452935	1549556453542	OK	 
REQUEST	504		Login as a Employee	1549556452938	1549556453542	OK	 
USER	OrderItemsAndAcceptOrder	626	START	1549556453545	1549556453545
REQUEST	565		Add Order	1549556453542	1549556453544	OK	 
REQUEST	565		Client Logout	1549556453545	1549556453545	OK	 
REQUEST	504		Change status of order	1549556453542	1549556453545	OK	 
REQUEST	565		Client Logout Redirect 1	1549556453545	1549556453546	OK	 
REQUEST	504		Employee Logout	1549556453546	1549556453546	OK	 
REQUEST	504		Employee Logout Redirect 1	1549556453546	1549556453547	OK	 
REQUEST	565		Client Logout Redirect 2	1549556453546	1549556453547	OK	 
REQUEST	566		Login as a Client	1549556452945	1549556453548	OK	 
REQUEST	504		Employee Logout Redirect 2	1549556453547	1549556453548	OK	 
USER	OrderItemsAndAcceptOrder	504	END	1549556452326	1549556453549
REQUEST	566		Add Order	1549556453548	1549556453550	OK	 
REQUEST	566		Client Logout	1549556453550	1549556453551	OK	 
REQUEST	566		Client Logout Redirect 1	1549556453551	1549556453551	OK	 
REQUEST	505		Login as a Employee	1549556452948	1549556453552	OK	 
REQUEST	566		Client Logout Redirect 2	1549556453551	1549556453553	OK	 
USER	OrderItemsAndAcceptOrder	627	START	1549556453555	1549556453555
REQUEST	505		Change status of order	1549556453552	1549556453556	OK	 
REQUEST	505		Employee Logout	1549556453556	1549556453556	OK	 
REQUEST	506		Login as a Employee	1549556452954	1549556453556	OK	 
REQUEST	505		Employee Logout Redirect 1	1549556453556	1549556453557	OK	 
REQUEST	505		Employee Logout Redirect 2	1549556453557	1549556453559	OK	 
USER	OrderItemsAndAcceptOrder	505	END	1549556452335	1549556453559
REQUEST	506		Change status of order	1549556453557	1549556453560	OK	 
REQUEST	506		Employee Logout	1549556453560	1549556453561	OK	 
REQUEST	506		Employee Logout Redirect 1	1549556453561	1549556453561	OK	 
REQUEST	567		Login as a Client	1549556452958	1549556453562	OK	 
REQUEST	506		Employee Logout Redirect 2	1549556453562	1549556453563	OK	 
USER	OrderItemsAndAcceptOrder	506	END	1549556452345	1549556453563
REQUEST	567		Add Order	1549556453563	1549556453565	OK	 
USER	OrderItemsAndAcceptOrder	628	START	1549556453565	1549556453565
REQUEST	567		Client Logout	1549556453565	1549556453566	OK	 
REQUEST	567		Client Logout Redirect 1	1549556453566	1549556453567	OK	 
REQUEST	507		Login as a Employee	1549556452964	1549556453567	OK	 
REQUEST	568		Login as a Client	1549556452965	1549556453568	OK	 
REQUEST	567		Client Logout Redirect 2	1549556453567	1549556453568	OK	 
REQUEST	568		Add Order	1549556453568	1549556453570	OK	 
REQUEST	507		Change status of order	1549556453567	1549556453571	OK	 
REQUEST	568		Client Logout	1549556453570	1549556453571	OK	 
REQUEST	507		Employee Logout	1549556453571	1549556453571	OK	 
REQUEST	568		Client Logout Redirect 1	1549556453571	1549556453571	OK	 
REQUEST	507		Employee Logout Redirect 1	1549556453571	1549556453572	OK	 
REQUEST	568		Client Logout Redirect 2	1549556453572	1549556453573	OK	 
REQUEST	507		Employee Logout Redirect 2	1549556453572	1549556453573	OK	 
USER	OrderItemsAndAcceptOrder	507	END	1549556452355	1549556453574
USER	OrderItemsAndAcceptOrder	629	START	1549556453575	1549556453575
REQUEST	508		Login as a Employee	1549556452976	1549556453582	OK	 
REQUEST	569		Login as a Client	1549556452975	1549556453582	OK	 
USER	OrderItemsAndAcceptOrder	630	START	1549556453584	1549556453584
REQUEST	569		Add Order	1549556453583	1549556453585	OK	 
REQUEST	569		Client Logout	1549556453585	1549556453586	OK	 
REQUEST	508		Change status of order	1549556453583	1549556453586	OK	 
REQUEST	508		Employee Logout	1549556453586	1549556453586	OK	 
REQUEST	569		Client Logout Redirect 1	1549556453586	1549556453586	OK	 
REQUEST	508		Employee Logout Redirect 1	1549556453587	1549556453587	OK	 
REQUEST	570		Login as a Client	1549556452986	1549556453588	OK	 
REQUEST	569		Client Logout Redirect 2	1549556453587	1549556453588	OK	 
REQUEST	508		Employee Logout Redirect 2	1549556453587	1549556453589	OK	 
REQUEST	509		Login as a Employee	1549556452987	1549556453589	OK	 
USER	OrderItemsAndAcceptOrder	508	END	1549556452366	1549556453589
REQUEST	570		Add Order	1549556453588	1549556453590	OK	 
REQUEST	570		Client Logout	1549556453591	1549556453591	OK	 
REQUEST	570		Client Logout Redirect 1	1549556453591	1549556453592	OK	 
REQUEST	509		Change status of order	1549556453589	1549556453593	OK	 
REQUEST	509		Employee Logout	1549556453593	1549556453593	OK	 
REQUEST	570		Client Logout Redirect 2	1549556453592	1549556453594	OK	 
REQUEST	509		Employee Logout Redirect 1	1549556453594	1549556453594	OK	 
USER	OrderItemsAndAcceptOrder	631	START	1549556453595	1549556453595
REQUEST	509		Employee Logout Redirect 2	1549556453594	1549556453596	OK	 
USER	OrderItemsAndAcceptOrder	509	END	1549556452376	1549556453596
REQUEST	571		Login as a Client	1549556452995	1549556453599	OK	 
REQUEST	510		Login as a Employee	1549556452994	1549556453599	OK	 
REQUEST	571		Add Order	1549556453599	1549556453601	OK	 
REQUEST	571		Client Logout	1549556453602	1549556453602	OK	 
REQUEST	571		Client Logout Redirect 1	1549556453602	1549556453603	OK	 
USER	OrderItemsAndAcceptOrder	632	START	1549556453607	1549556453607
REQUEST	510		Change status of order	1549556453599	1549556453607	OK	 
REQUEST	510		Employee Logout	1549556453607	1549556453608	OK	 
REQUEST	510		Employee Logout Redirect 1	1549556453608	1549556453609	OK	 
REQUEST	571		Client Logout Redirect 2	1549556453607	1549556453609	OK	 
REQUEST	511		Login as a Employee	1549556453005	1549556453609	OK	 
REQUEST	572		Login as a Client	1549556453005	1549556453611	OK	 
REQUEST	510		Employee Logout Redirect 2	1549556453609	1549556453611	OK	 
USER	OrderItemsAndAcceptOrder	510	END	1549556452385	1549556453612
REQUEST	511		Change status of order	1549556453610	1549556453613	OK	 
REQUEST	572		Add Order	1549556453611	1549556453613	OK	 
REQUEST	511		Employee Logout	1549556453614	1549556453614	OK	 
USER	OrderItemsAndAcceptOrder	633	START	1549556453614	1549556453614
REQUEST	572		Client Logout	1549556453614	1549556453614	OK	 
REQUEST	572		Client Logout Redirect 1	1549556453614	1549556453615	OK	 
REQUEST	511		Employee Logout Redirect 1	1549556453614	1549556453615	OK	 
REQUEST	572		Client Logout Redirect 2	1549556453615	1549556453616	OK	 
REQUEST	511		Employee Logout Redirect 2	1549556453615	1549556453616	OK	 
USER	OrderItemsAndAcceptOrder	511	END	1549556452396	1549556453617
REQUEST	573		Login as a Client	1549556453015	1549556453617	OK	 
REQUEST	512		Login as a Employee	1549556453018	1549556453619	OK	 
REQUEST	573		Add Order	1549556453618	1549556453620	OK	 
REQUEST	573		Client Logout	1549556453620	1549556453621	OK	 
REQUEST	573		Client Logout Redirect 1	1549556453621	1549556453621	OK	 
REQUEST	573		Client Logout Redirect 2	1549556453622	1549556453623	OK	 
REQUEST	512		Change status of order	1549556453620	1549556453623	OK	 
REQUEST	512		Employee Logout	1549556453624	1549556453624	OK	 
REQUEST	512		Employee Logout Redirect 1	1549556453624	1549556453625	OK	 
USER	OrderItemsAndAcceptOrder	634	START	1549556453626	1549556453626
REQUEST	512		Employee Logout Redirect 2	1549556453625	1549556453626	OK	 
USER	OrderItemsAndAcceptOrder	512	END	1549556452405	1549556453627
REQUEST	513		Login as a Employee	1549556453025	1549556453627	OK	 
REQUEST	513		Change status of order	1549556453628	1549556453631	OK	 
REQUEST	513		Employee Logout	1549556453631	1549556453632	OK	 
REQUEST	574		Login as a Client	1549556453026	1549556453632	OK	 
REQUEST	513		Employee Logout Redirect 1	1549556453632	1549556453633	OK	 
REQUEST	574		Add Order	1549556453632	1549556453635	OK	 
USER	OrderItemsAndAcceptOrder	635	START	1549556453635	1549556453635
REQUEST	513		Employee Logout Redirect 2	1549556453634	1549556453635	OK	 
REQUEST	574		Client Logout	1549556453635	1549556453635	OK	 
USER	OrderItemsAndAcceptOrder	513	END	1549556452415	1549556453636
REQUEST	574		Client Logout Redirect 1	1549556453636	1549556453636	OK	 
REQUEST	574		Client Logout Redirect 2	1549556453637	1549556453638	OK	 
REQUEST	514		Login as a Employee	1549556453036	1549556453643	OK	 
REQUEST	575		Login as a Client	1549556453036	1549556453643	OK	 
USER	OrderItemsAndAcceptOrder	636	START	1549556453645	1549556453645
REQUEST	575		Add Order	1549556453643	1549556453645	OK	 
REQUEST	575		Client Logout	1549556453646	1549556453646	OK	 
REQUEST	514		Change status of order	1549556453643	1549556453646	OK	 
REQUEST	514		Employee Logout	1549556453647	1549556453647	OK	 
REQUEST	575		Client Logout Redirect 1	1549556453647	1549556453647	OK	 
REQUEST	514		Employee Logout Redirect 1	1549556453647	1549556453648	OK	 
REQUEST	575		Client Logout Redirect 2	1549556453647	1549556453649	OK	 
REQUEST	514		Employee Logout Redirect 2	1549556453648	1549556453649	OK	 
USER	OrderItemsAndAcceptOrder	514	END	1549556452424	1549556453650
REQUEST	576		Login as a Client	1549556453047	1549556453650	OK	 
REQUEST	515		Login as a Employee	1549556453049	1549556453650	OK	 
REQUEST	576		Add Order	1549556453651	1549556453653	OK	 
REQUEST	576		Client Logout	1549556453653	1549556453653	OK	 
REQUEST	515		Change status of order	1549556453651	1549556453654	OK	 
REQUEST	576		Client Logout Redirect 1	1549556453654	1549556453654	OK	 
REQUEST	515		Employee Logout	1549556453654	1549556453654	OK	 
USER	OrderItemsAndAcceptOrder	637	START	1549556453655	1549556453655
REQUEST	515		Employee Logout Redirect 1	1549556453655	1549556453655	OK	 
REQUEST	576		Client Logout Redirect 2	1549556453654	1549556453656	OK	 
REQUEST	516		Login as a Employee	1549556453054	1549556453656	OK	 
REQUEST	515		Employee Logout Redirect 2	1549556453655	1549556453657	OK	 
USER	OrderItemsAndAcceptOrder	515	END	1549556452435	1549556453657
REQUEST	577		Login as a Client	1549556453055	1549556453658	OK	 
REQUEST	516		Change status of order	1549556453657	1549556453660	OK	 
REQUEST	577		Add Order	1549556453658	1549556453660	OK	 
REQUEST	516		Employee Logout	1549556453660	1549556453660	OK	 
REQUEST	577		Client Logout	1549556453660	1549556453660	OK	 
REQUEST	516		Employee Logout Redirect 1	1549556453660	1549556453661	OK	 
REQUEST	577		Client Logout Redirect 1	1549556453661	1549556453661	OK	 
REQUEST	516		Employee Logout Redirect 2	1549556453661	1549556453662	OK	 
REQUEST	577		Client Logout Redirect 2	1549556453661	1549556453663	OK	 
USER	OrderItemsAndAcceptOrder	516	END	1549556452445	1549556453663
REQUEST	578		Login as a Client	1549556453065	1549556453670	OK	 
USER	OrderItemsAndAcceptOrder	638	START	1549556453667	1549556453667
REQUEST	517		Login as a Employee	1549556453069	1549556453671	OK	 
REQUEST	578		Add Order	1549556453671	1549556453673	OK	 
REQUEST	578		Client Logout	1549556453673	1549556453673	OK	 
REQUEST	517		Change status of order	1549556453671	1549556453674	OK	 
REQUEST	578		Client Logout Redirect 1	1549556453674	1549556453674	OK	 
REQUEST	517		Employee Logout	1549556453674	1549556453675	OK	 
REQUEST	517		Employee Logout Redirect 1	1549556453675	1549556453675	OK	 
USER	OrderItemsAndAcceptOrder	639	START	1549556453675	1549556453675
REQUEST	518		Login as a Employee	1549556453074	1549556453676	OK	 
REQUEST	578		Client Logout Redirect 2	1549556453674	1549556453676	OK	 
REQUEST	579		Login as a Client	1549556453074	1549556453677	OK	 
REQUEST	517		Employee Logout Redirect 2	1549556453676	1549556453678	OK	 
USER	OrderItemsAndAcceptOrder	517	END	1549556452457	1549556453678
REQUEST	579		Add Order	1549556453677	1549556453679	OK	 
REQUEST	579		Client Logout	1549556453680	1549556453680	OK	 
REQUEST	518		Change status of order	1549556453677	1549556453680	OK	 
REQUEST	579		Client Logout Redirect 1	1549556453680	1549556453681	OK	 
REQUEST	518		Employee Logout	1549556453680	1549556453681	OK	 
REQUEST	518		Employee Logout Redirect 1	1549556453681	1549556453681	OK	 
REQUEST	579		Client Logout Redirect 2	1549556453681	1549556453682	OK	 
REQUEST	518		Employee Logout Redirect 2	1549556453682	1549556453683	OK	 
USER	OrderItemsAndAcceptOrder	518	END	1549556452465	1549556453683
USER	OrderItemsAndAcceptOrder	640	START	1549556453687	1549556453687
REQUEST	580		Login as a Client	1549556453084	1549556453687	OK	 
REQUEST	580		Add Order	1549556453688	1549556453690	OK	 
REQUEST	519		Login as a Employee	1549556453088	1549556453690	OK	 
REQUEST	580		Client Logout	1549556453690	1549556453690	OK	 
REQUEST	580		Client Logout Redirect 1	1549556453691	1549556453691	OK	 
REQUEST	580		Client Logout Redirect 2	1549556453691	1549556453693	OK	 
REQUEST	519		Change status of order	1549556453691	1549556453694	OK	 
REQUEST	519		Employee Logout	1549556453694	1549556453694	OK	 
USER	OrderItemsAndAcceptOrder	641	START	1549556453695	1549556453695
REQUEST	519		Employee Logout Redirect 1	1549556453695	1549556453695	OK	 
REQUEST	519		Employee Logout Redirect 2	1549556453695	1549556453697	OK	 
USER	OrderItemsAndAcceptOrder	519	END	1549556452475	1549556453697
REQUEST	520		Login as a Employee	1549556453094	1549556453700	OK	 
REQUEST	581		Login as a Client	1549556453095	1549556453700	OK	 
REQUEST	581		Add Order	1549556453701	1549556453703	OK	 
REQUEST	581		Client Logout	1549556453703	1549556453703	OK	 
REQUEST	520		Change status of order	1549556453700	1549556453703	OK	 
REQUEST	581		Client Logout Redirect 1	1549556453704	1549556453704	OK	 
REQUEST	520		Employee Logout	1549556453704	1549556453704	OK	 
REQUEST	520		Employee Logout Redirect 1	1549556453704	1549556453705	OK	 
USER	OrderItemsAndAcceptOrder	642	START	1549556453705	1549556453705
REQUEST	581		Client Logout Redirect 2	1549556453704	1549556453706	OK	 
REQUEST	520		Employee Logout Redirect 2	1549556453705	1549556453706	OK	 
USER	OrderItemsAndAcceptOrder	520	END	1549556452486	1549556453707
REQUEST	521		Login as a Employee	1549556453105	1549556453706	OK	 
REQUEST	582		Login as a Client	1549556453105	1549556453707	OK	 
REQUEST	582		Add Order	1549556453708	1549556453710	OK	 
REQUEST	521		Change status of order	1549556453707	1549556453710	OK	 
REQUEST	582		Client Logout	1549556453710	1549556453711	OK	 
REQUEST	521		Employee Logout	1549556453711	1549556453711	OK	 
REQUEST	582		Client Logout Redirect 1	1549556453711	1549556453712	OK	 
REQUEST	521		Employee Logout Redirect 1	1549556453711	1549556453712	OK	 
REQUEST	521		Employee Logout Redirect 2	1549556453712	1549556453713	OK	 
USER	OrderItemsAndAcceptOrder	521	END	1549556452495	1549556453714
REQUEST	582		Client Logout Redirect 2	1549556453712	1549556453713	OK	 
USER	OrderItemsAndAcceptOrder	643	START	1549556453718	1549556453718
REQUEST	522		Login as a Employee	1549556453116	1549556453718	OK	 
REQUEST	522		Change status of order	1549556453719	1549556453722	OK	 
REQUEST	522		Employee Logout	1549556453722	1549556453722	OK	 
REQUEST	583		Login as a Client	1549556453117	1549556453723	OK	 
REQUEST	522		Employee Logout Redirect 1	1549556453723	1549556453723	OK	 
REQUEST	523		Login as a Employee	1549556453123	1549556453725	OK	 
REQUEST	522		Employee Logout Redirect 2	1549556453723	1549556453725	OK	 
USER	OrderItemsAndAcceptOrder	522	END	1549556452505	1549556453725
USER	OrderItemsAndAcceptOrder	644	START	1549556453725	1549556453725
REQUEST	583		Add Order	1549556453723	1549556453726	OK	 
REQUEST	583		Client Logout	1549556453726	1549556453726	OK	 
REQUEST	583		Client Logout Redirect 1	1549556453727	1549556453727	OK	 
REQUEST	523		Change status of order	1549556453725	1549556453728	OK	 
REQUEST	583		Client Logout Redirect 2	1549556453727	1549556453729	OK	 
REQUEST	523		Employee Logout	1549556453729	1549556453729	OK	 
REQUEST	523		Employee Logout Redirect 1	1549556453729	1549556453730	OK	 
REQUEST	523		Employee Logout Redirect 2	1549556453730	1549556453731	OK	 
USER	OrderItemsAndAcceptOrder	523	END	1549556452515	1549556453732
REQUEST	584		Login as a Client	1549556453126	1549556453732	OK	 
REQUEST	584		Add Order	1549556453732	1549556453734	OK	 
REQUEST	584		Client Logout	1549556453735	1549556453735	OK	 
USER	OrderItemsAndAcceptOrder	645	START	1549556453735	1549556453735
REQUEST	584		Client Logout Redirect 1	1549556453735	1549556453736	OK	 
REQUEST	584		Client Logout Redirect 2	1549556453736	1549556453738	OK	 
REQUEST	585		Login as a Client	1549556453136	1549556453742	OK	 
REQUEST	524		Login as a Employee	1549556453138	1549556453742	OK	 
REQUEST	585		Add Order	1549556453743	1549556453745	OK	 
REQUEST	585		Client Logout	1549556453745	1549556453746	OK	 
REQUEST	524		Change status of order	1549556453743	1549556453746	OK	 
REQUEST	585		Client Logout Redirect 1	1549556453746	1549556453746	OK	 
REQUEST	524		Employee Logout	1549556453746	1549556453747	OK	 
USER	OrderItemsAndAcceptOrder	646	START	1549556453747	1549556453747
REQUEST	524		Employee Logout Redirect 1	1549556453747	1549556453747	OK	 
REQUEST	585		Client Logout Redirect 2	1549556453747	1549556453748	OK	 
REQUEST	586		Login as a Client	1549556453145	1549556453748	OK	 
REQUEST	524		Employee Logout Redirect 2	1549556453747	1549556453749	OK	 
USER	OrderItemsAndAcceptOrder	524	END	1549556452525	1549556453749
REQUEST	586		Add Order	1549556453749	1549556453750	OK	 
REQUEST	525		Login as a Employee	1549556453149	1549556453751	OK	 
REQUEST	586		Client Logout	1549556453751	1549556453751	OK	 
REQUEST	586		Client Logout Redirect 1	1549556453751	1549556453752	OK	 
REQUEST	586		Client Logout Redirect 2	1549556453752	1549556453754	OK	 
REQUEST	525		Change status of order	1549556453751	1549556453754	OK	 
REQUEST	525		Employee Logout	1549556453754	1549556453755	OK	 
REQUEST	525		Employee Logout Redirect 1	1549556453755	1549556453756	OK	 
USER	OrderItemsAndAcceptOrder	647	START	1549556453756	1549556453756
REQUEST	587		Login as a Client	1549556453155	1549556453757	OK	 
REQUEST	526		Login as a Employee	1549556453155	1549556453757	OK	 
REQUEST	525		Employee Logout Redirect 2	1549556453756	1549556453761	OK	 
USER	OrderItemsAndAcceptOrder	525	END	1549556452535	1549556453761
REQUEST	587		Add Order	1549556453757	1549556453762	OK	 
REQUEST	587		Client Logout	1549556453763	1549556453763	OK	 
REQUEST	526		Change status of order	1549556453757	1549556453763	OK	 
REQUEST	526		Employee Logout	1549556453764	1549556453764	OK	 
REQUEST	587		Client Logout Redirect 1	1549556453763	1549556453764	OK	 
REQUEST	526		Employee Logout Redirect 1	1549556453764	1549556453765	OK	 
USER	OrderItemsAndAcceptOrder	648	START	1549556453765	1549556453765
REQUEST	587		Client Logout Redirect 2	1549556453764	1549556453765	OK	 
REQUEST	526		Employee Logout Redirect 2	1549556453765	1549556453766	OK	 
USER	OrderItemsAndAcceptOrder	526	END	1549556452547	1549556453766
REQUEST	588		Login as a Client	1549556453165	1549556453767	OK	 
REQUEST	588		Add Order	1549556453767	1549556453769	OK	 
REQUEST	588		Client Logout	1549556453770	1549556453770	OK	 
REQUEST	527		Login as a Employee	1549556453169	1549556453770	OK	 
