RUN	EmployeeAcceptOrder	employeeacceptorder	1549219525591	 	3.0.3
USER	EmployeeAcceptOrder	74	START	1549219570509	1549219570509
REQUEST	74		request_0	1549219570509	1549219570511	OK	 
REQUEST	74		request_0 Redirect 1	1549219570511	1549219570513	OK	 
REQUEST	65		request_1	1549219570028	1549219570633	OK	 
REQUEST	61		request_2	1549219570648	1549219570650	OK	 
REQUEST	58		request_4	1549219570656	1549219570668	OK	 
REQUEST	58		request_5	1549219570669	1549219570672	OK	 
REQUEST	61		request_3	1549219570651	1549219570672	OK	 
REQUEST	58		request_6	1549219570669	1549219570673	OK	 
REQUEST	46		request_8	1549219570667	1549219570673	OK	 
REQUEST	58		request_7	1549219570670	1549219570674	OK	 
REQUEST	46		request_9	1549219570674	1549219570675	OK	 
REQUEST	46		request_10	1549219570674	1549219570682	OK	 
REQUEST	38		request_11	1549219570686	1549219570687	OK	 
REQUEST	38		request_11 Redirect 1	1549219570687	1549219570688	OK	 
REQUEST	38		request_11 Redirect 2	1549219570688	1549219570689	OK	 
USER	EmployeeAcceptOrder	38	END	1549219549007	1549219570689
USER	EmployeeAcceptOrder	75	START	1549219571006	1549219571006
REQUEST	75		request_0	1549219571007	1549219571009	OK	 
REQUEST	75		request_0 Redirect 1	1549219571009	1549219571011	OK	 
REQUEST	62		request_2	1549219571137	1549219571139	OK	 
REQUEST	62		request_3	1549219571140	1549219571149	OK	 
REQUEST	59		request_4	1549219571159	1549219571163	OK	 
REQUEST	59		request_5	1549219571163	1549219571166	OK	 
REQUEST	59		request_6	1549219571163	1549219571167	OK	 
REQUEST	59		request_7	1549219571164	1549219571168	OK	 
REQUEST	47		request_8	1549219571166	1549219571170	OK	 
REQUEST	47		request_9	1549219571171	1549219571172	OK	 
REQUEST	47		request_10	1549219571171	1549219571178	OK	 
REQUEST	39		request_11	1549219571189	1549219571190	OK	 
REQUEST	39		request_11 Redirect 1	1549219571190	1549219571191	OK	 
REQUEST	39		request_11 Redirect 2	1549219571191	1549219571193	OK	 
USER	EmployeeAcceptOrder	39	END	1549219549508	1549219571193
REQUEST	66		request_1	1549219571026	1549219571633	OK	 
REQUEST	63		request_2	1549219571648	1549219571650	OK	 
REQUEST	60		request_4	1549219571656	1549219571658	OK	 
REQUEST	63		request_3	1549219571650	1549219571660	OK	 
REQUEST	60		request_5	1549219571659	1549219571661	OK	 
REQUEST	60		request_6	1549219571659	1549219571662	OK	 
REQUEST	60		request_7	1549219571659	1549219571662	OK	 
REQUEST	48		request_8	1549219571666	1549219571670	OK	 
REQUEST	48		request_9	1549219571670	1549219571671	OK	 
REQUEST	48		request_10	1549219571670	1549219571677	OK	 
REQUEST	40		request_11	1549219571689	1549219571690	OK	 
REQUEST	40		request_11 Redirect 1	1549219571690	1549219571691	OK	 
REQUEST	40		request_11 Redirect 2	1549219571691	1549219571693	OK	 
USER	EmployeeAcceptOrder	40	END	1549219550008	1549219571693
USER	EmployeeAcceptOrder	76	START	1549219572007	1549219572007
REQUEST	76		request_0	1549219572007	1549219572010	OK	 
REQUEST	76		request_0 Redirect 1	1549219572010	1549219572012	OK	 
REQUEST	67		request_1	1549219571529	1549219572137	OK	 
REQUEST	64		request_2	1549219572138	1549219572139	OK	 
REQUEST	64		request_3	1549219572140	1549219572149	OK	 
REQUEST	49		request_8	1549219572168	1549219572174	OK	 
REQUEST	49		request_9	1549219572174	1549219572176	OK	 
REQUEST	49		request_10	1549219572175	1549219572183	OK	 
USER	EmployeeAcceptOrder	77	START	1549219572507	1549219572507
REQUEST	77		request_0	1549219572508	1549219572510	OK	 
REQUEST	77		request_0 Redirect 1	1549219572510	1549219572512	OK	 
REQUEST	68		request_1	1549219572029	1549219572638	OK	 
REQUEST	65		request_2	1549219572638	1549219572639	OK	 
REQUEST	65		request_3	1549219572640	1549219572649	OK	 
REQUEST	50		request_8	1549219572659	1549219572665	OK	 
REQUEST	50		request_9	1549219572665	1549219572667	OK	 
REQUEST	61		request_4	1549219572666	1549219572668	OK	 
REQUEST	61		request_5	1549219572669	1549219572670	OK	 
REQUEST	61		request_6	1549219572669	1549219572671	OK	 
REQUEST	61		request_7	1549219572669	1549219572672	OK	 
REQUEST	50		request_10	1549219572665	1549219572675	OK	 
REQUEST	41		request_11	1549219572678	1549219572679	OK	 
REQUEST	41		request_11 Redirect 1	1549219572679	1549219572680	OK	 
REQUEST	41		request_11 Redirect 2	1549219572680	1549219572681	OK	 
USER	EmployeeAcceptOrder	41	END	1549219551008	1549219572682
USER	EmployeeAcceptOrder	78	START	1549219573007	1549219573007
REQUEST	78		request_0	1549219573007	1549219573010	OK	 
REQUEST	78		request_0 Redirect 1	1549219573010	1549219573012	OK	 
REQUEST	69		request_1	1549219572527	1549219573130	OK	 
REQUEST	62		request_4	1549219573159	1549219573162	OK	 
REQUEST	62		request_5	1549219573162	1549219573165	OK	 
REQUEST	62		request_6	1549219573163	1549219573166	OK	 
REQUEST	62		request_7	1549219573163	1549219573167	OK	 
REQUEST	42		request_11	1549219573189	1549219573190	OK	 
REQUEST	42		request_11 Redirect 1	1549219573190	1549219573191	OK	 
REQUEST	42		request_11 Redirect 2	1549219573192	1549219573194	OK	 
USER	EmployeeAcceptOrder	42	END	1549219551509	1549219573194
USER	EmployeeAcceptOrder	79	START	1549219573507	1549219573507
REQUEST	79		request_0	1549219573508	1549219573510	OK	 
REQUEST	79		request_0 Redirect 1	1549219573510	1549219573512	OK	 
REQUEST	70		request_1	1549219573028	1549219573637	OK	 
REQUEST	66		request_2	1549219573637	1549219573638	OK	 
REQUEST	66		request_3	1549219573639	1549219573648	OK	 
REQUEST	63		request_4	1549219573659	1549219573662	OK	 
REQUEST	63		request_5	1549219573663	1549219573665	OK	 
REQUEST	63		request_6	1549219573663	1549219573667	OK	 
REQUEST	63		request_7	1549219573664	1549219573668	OK	 
REQUEST	51		request_8	1549219573666	1549219573670	OK	 
REQUEST	51		request_9	1549219573671	1549219573672	OK	 
REQUEST	43		request_11	1549219573676	1549219573677	OK	 
REQUEST	43		request_11 Redirect 1	1549219573677	1549219573677	OK	 
REQUEST	51		request_10	1549219573671	1549219573679	OK	 
REQUEST	43		request_11 Redirect 2	1549219573678	1549219573679	OK	 
USER	EmployeeAcceptOrder	43	END	1549219552008	1549219573679
USER	EmployeeAcceptOrder	80	START	1549219574007	1549219574007
REQUEST	80		request_0	1549219574008	1549219574010	OK	 
REQUEST	80		request_0 Redirect 1	1549219574010	1549219574012	OK	 
REQUEST	67		request_2	1549219574138	1549219574140	OK	 
REQUEST	67		request_3	1549219574140	1549219574150	OK	 
REQUEST	64		request_4	1549219574159	1549219574162	OK	 
REQUEST	64		request_5	1549219574163	1549219574165	OK	 
REQUEST	64		request_6	1549219574163	1549219574167	OK	 
REQUEST	64		request_7	1549219574163	1549219574168	OK	 
REQUEST	52		request_8	1549219574167	1549219574171	OK	 
REQUEST	52		request_9	1549219574171	1549219574172	OK	 
REQUEST	44		request_11	1549219574176	1549219574176	OK	 
REQUEST	44		request_11 Redirect 1	1549219574177	1549219574177	OK	 
REQUEST	52		request_10	1549219574171	1549219574179	OK	 
REQUEST	44		request_11 Redirect 2	1549219574177	1549219574179	OK	 
USER	EmployeeAcceptOrder	44	END	1549219552509	1549219574179
REQUEST	71		request_1	1549219574029	1549219574638	OK	 
REQUEST	68		request_2	1549219574649	1549219574651	OK	 
REQUEST	65		request_4	1549219574656	1549219574658	OK	 
REQUEST	65		request_5	1549219574659	1549219574661	OK	 
REQUEST	68		request_3	1549219574651	1549219574662	OK	 
REQUEST	65		request_6	1549219574659	1549219574662	OK	 
REQUEST	65		request_7	1549219574659	1549219574663	OK	 
REQUEST	53		request_8	1549219574669	1549219574672	OK	 
REQUEST	53		request_9	1549219574672	1549219574673	OK	 
REQUEST	45		request_11	1549219574677	1549219574677	OK	 
REQUEST	45		request_11 Redirect 1	1549219574677	1549219574678	OK	 
REQUEST	45		request_11 Redirect 2	1549219574678	1549219574680	OK	 
REQUEST	53		request_10	1549219574672	1549219574680	OK	 
USER	EmployeeAcceptOrder	45	END	1549219553008	1549219574680
USER	EmployeeAcceptOrder	81	START	1549219575007	1549219575007
REQUEST	81		request_0	1549219575008	1549219575010	OK	 
REQUEST	81		request_0 Redirect 1	1549219575010	1549219575012	OK	 
REQUEST	72		request_1	1549219574529	1549219575137	OK	 
REQUEST	69		request_2	1549219575138	1549219575139	OK	 
REQUEST	69		request_3	1549219575140	1549219575149	OK	 
REQUEST	54		request_8	1549219575158	1549219575163	OK	 
REQUEST	54		request_9	1549219575163	1549219575164	OK	 
REQUEST	54		request_10	1549219575164	1549219575171	OK	 
USER	EmployeeAcceptOrder	82	START	1549219575506	1549219575506
REQUEST	82		request_0	1549219575507	1549219575509	OK	 
REQUEST	82		request_0 Redirect 1	1549219575509	1549219575511	OK	 
REQUEST	73		request_1	1549219575028	1549219575633	OK	 
REQUEST	70		request_2	1549219575649	1549219575651	OK	 
REQUEST	66		request_4	1549219575656	1549219575659	OK	 
REQUEST	66		request_5	1549219575659	1549219575661	OK	 
REQUEST	55		request_8	1549219575656	1549219575661	OK	 
REQUEST	55		request_9	1549219575662	1549219575663	OK	 
REQUEST	70		request_3	1549219575651	1549219575663	OK	 
REQUEST	66		request_6	1549219575660	1549219575663	OK	 
REQUEST	66		request_7	1549219575660	1549219575664	OK	 
REQUEST	55		request_10	1549219575662	1549219575670	OK	 
REQUEST	46		request_11	1549219575686	1549219575687	OK	 
REQUEST	46		request_11 Redirect 1	1549219575687	1549219575688	OK	 
REQUEST	46		request_11 Redirect 2	1549219575688	1549219575689	OK	 
USER	EmployeeAcceptOrder	46	END	1549219554009	1549219575690
USER	EmployeeAcceptOrder	83	START	1549219576008	1549219576008
REQUEST	83		request_0	1549219576008	1549219576010	OK	 
REQUEST	83		request_0 Redirect 1	1549219576010	1549219576011	OK	 
REQUEST	74		request_1	1549219575528	1549219576135	OK	 
REQUEST	67		request_4	1549219576157	1549219576159	OK	 
REQUEST	67		request_5	1549219576160	1549219576162	OK	 
REQUEST	67		request_6	1549219576160	1549219576164	OK	 
REQUEST	67		request_7	1549219576161	1549219576165	OK	 
REQUEST	47		request_11	1549219576188	1549219576189	OK	 
REQUEST	47		request_11 Redirect 1	1549219576189	1549219576190	OK	 
REQUEST	47		request_11 Redirect 2	1549219576190	1549219576192	OK	 
USER	EmployeeAcceptOrder	47	END	1549219554509	1549219576193
USER	EmployeeAcceptOrder	84	START	1549219576508	1549219576508
REQUEST	84		request_0	1549219576509	1549219576511	OK	 
REQUEST	84		request_0 Redirect 1	1549219576511	1549219576513	OK	 
REQUEST	75		request_1	1549219576026	1549219576634	OK	 
REQUEST	71		request_2	1549219576648	1549219576650	OK	 
REQUEST	71		request_3	1549219576651	1549219576661	OK	 
REQUEST	68		request_4	1549219576658	1549219576661	OK	 
REQUEST	56		request_8	1549219576658	1549219576663	OK	 
REQUEST	68		request_5	1549219576661	1549219576663	OK	 
REQUEST	68		request_6	1549219576661	1549219576664	OK	 
REQUEST	56		request_9	1549219576663	1549219576664	OK	 
REQUEST	68		request_7	1549219576662	1549219576665	OK	 
REQUEST	56		request_10	1549219576663	1549219576670	OK	 
REQUEST	48		request_11	1549219576676	1549219576677	OK	 
REQUEST	48		request_11 Redirect 1	1549219576677	1549219576678	OK	 
REQUEST	48		request_11 Redirect 2	1549219576678	1549219576679	OK	 
USER	EmployeeAcceptOrder	48	END	1549219555009	1549219576680
USER	EmployeeAcceptOrder	85	START	1549219577008	1549219577008
REQUEST	85		request_0	1549219577009	1549219577011	OK	 
REQUEST	85		request_0 Redirect 1	1549219577011	1549219577013	OK	 
REQUEST	72		request_2	1549219577136	1549219577138	OK	 
REQUEST	72		request_3	1549219577139	1549219577148	OK	 
REQUEST	69		request_4	1549219577147	1549219577148	OK	 
REQUEST	69		request_5	1549219577149	1549219577151	OK	 
REQUEST	69		request_6	1549219577149	1549219577152	OK	 
REQUEST	69		request_7	1549219577149	1549219577152	OK	 
REQUEST	57		request_8	1549219577159	1549219577164	OK	 
REQUEST	57		request_9	1549219577165	1549219577166	OK	 
REQUEST	57		request_10	1549219577165	1549219577173	OK	 
REQUEST	49		request_11	1549219577178	1549219577178	OK	 
REQUEST	49		request_11 Redirect 1	1549219577179	1549219577179	OK	 
REQUEST	49		request_11 Redirect 2	1549219577179	1549219577180	OK	 
USER	EmployeeAcceptOrder	49	END	1549219555509	1549219577181
REQUEST	76		request_1	1549219577029	1549219577636	OK	 
REQUEST	73		request_2	1549219577639	1549219577640	OK	 
REQUEST	73		request_3	1549219577641	1549219577650	OK	 
REQUEST	70		request_4	1549219577658	1549219577661	OK	 
REQUEST	70		request_5	1549219577662	1549219577664	OK	 
REQUEST	70		request_6	1549219577662	1549219577666	OK	 
REQUEST	70		request_7	1549219577663	1549219577667	OK	 
REQUEST	58		request_8	1549219577667	1549219577671	OK	 
REQUEST	58		request_9	1549219577671	1549219577672	OK	 
REQUEST	50		request_11	1549219577676	1549219577676	OK	 
REQUEST	50		request_11 Redirect 1	1549219577676	1549219577677	OK	 
REQUEST	50		request_11 Redirect 2	1549219577677	1549219577678	OK	 
REQUEST	58		request_10	1549219577671	1549219577678	OK	 
USER	EmployeeAcceptOrder	50	END	1549219556008	1549219577679
USER	EmployeeAcceptOrder	86	START	1549219578008	1549219578008
REQUEST	86		request_0	1549219578008	1549219578010	OK	 
REQUEST	86		request_0 Redirect 1	1549219578010	1549219578012	OK	 
REQUEST	77		request_1	1549219577528	1549219578133	OK	 
REQUEST	74		request_2	1549219578138	1549219578140	OK	 
REQUEST	74		request_3	1549219578140	1549219578150	OK	 
REQUEST	59		request_8	1549219578168	1549219578174	OK	 
REQUEST	59		request_9	1549219578174	1549219578175	OK	 
REQUEST	59		request_10	1549219578174	1549219578182	OK	 
USER	EmployeeAcceptOrder	87	START	1549219578508	1549219578508
REQUEST	87		request_0	1549219578509	1549219578512	OK	 
REQUEST	87		request_0 Redirect 1	1549219578513	1549219578515	OK	 
REQUEST	78		request_1	1549219578028	1549219578635	OK	 
REQUEST	75		request_2	1549219578638	1549219578640	OK	 
REQUEST	75		request_3	1549219578640	1549219578650	OK	 
REQUEST	71		request_4	1549219578657	1549219578660	OK	 
REQUEST	71		request_5	1549219578660	1549219578663	OK	 
REQUEST	60		request_8	1549219578657	1549219578663	OK	 
REQUEST	71		request_6	1549219578661	1549219578664	OK	 
REQUEST	60		request_9	1549219578663	1549219578665	OK	 
REQUEST	71		request_7	1549219578661	1549219578665	OK	 
REQUEST	60		request_10	1549219578664	1549219578672	OK	 
REQUEST	51		request_11	1549219578687	1549219578689	OK	 
REQUEST	51		request_11 Redirect 1	1549219578690	1549219578691	OK	 
REQUEST	51		request_11 Redirect 2	1549219578691	1549219578693	OK	 
USER	EmployeeAcceptOrder	51	END	1549219557008	1549219578693
USER	EmployeeAcceptOrder	88	START	1549219579008	1549219579008
REQUEST	88		request_0	1549219579009	1549219579011	OK	 
REQUEST	88		request_0 Redirect 1	1549219579011	1549219579013	OK	 
REQUEST	79		request_1	1549219578528	1549219579135	OK	 
REQUEST	72		request_4	1549219579158	1549219579162	OK	 
REQUEST	72		request_5	1549219579162	1549219579164	OK	 
REQUEST	72		request_6	1549219579162	1549219579166	OK	 
REQUEST	72		request_7	1549219579163	1549219579167	OK	 
REQUEST	52		request_11	1549219579178	1549219579179	OK	 
REQUEST	52		request_11 Redirect 1	1549219579179	1549219579180	OK	 
REQUEST	52		request_11 Redirect 2	1549219579180	1549219579181	OK	 
USER	EmployeeAcceptOrder	52	END	1549219557506	1549219579182
USER	EmployeeAcceptOrder	89	START	1549219579508	1549219579508
REQUEST	89		request_0	1549219579509	1549219579511	OK	 
REQUEST	89		request_0 Redirect 1	1549219579511	1549219579513	OK	 
REQUEST	80		request_1	1549219579029	1549219579636	OK	 
REQUEST	76		request_2	1549219579638	1549219579640	OK	 
REQUEST	73		request_4	1549219579647	1549219579649	OK	 
REQUEST	76		request_3	1549219579640	1549219579649	OK	 
REQUEST	73		request_5	1549219579649	1549219579650	OK	 
REQUEST	73		request_6	1549219579649	1549219579651	OK	 
REQUEST	73		request_7	1549219579649	1549219579652	OK	 
REQUEST	61		request_8	1549219579669	1549219579673	OK	 
REQUEST	61		request_9	1549219579674	1549219579675	OK	 
REQUEST	53		request_11	1549219579677	1549219579677	OK	 
REQUEST	53		request_11 Redirect 1	1549219579677	1549219579678	OK	 
REQUEST	53		request_11 Redirect 2	1549219579678	1549219579680	OK	 
USER	EmployeeAcceptOrder	53	END	1549219558008	1549219579680
REQUEST	61		request_10	1549219579674	1549219579682	OK	 
USER	EmployeeAcceptOrder	90	START	1549219580006	1549219580006
REQUEST	90		request_0	1549219580006	1549219580008	OK	 
REQUEST	90		request_0 Redirect 1	1549219580009	1549219580011	OK	 
REQUEST	77		request_2	1549219580139	1549219580140	OK	 
REQUEST	77		request_3	1549219580141	1549219580150	OK	 
REQUEST	74		request_4	1549219580156	1549219580158	OK	 
REQUEST	74		request_5	1549219580159	1549219580160	OK	 
REQUEST	74		request_6	1549219580159	1549219580161	OK	 
REQUEST	74		request_7	1549219580159	1549219580162	OK	 
REQUEST	62		request_8	1549219580167	1549219580170	OK	 
REQUEST	62		request_9	1549219580170	1549219580171	OK	 
REQUEST	62		request_10	1549219580171	1549219580176	OK	 
REQUEST	54		request_11	1549219580176	1549219580177	OK	 
REQUEST	54		request_11 Redirect 1	1549219580177	1549219580178	OK	 
REQUEST	54		request_11 Redirect 2	1549219580178	1549219580179	OK	 
USER	EmployeeAcceptOrder	54	END	1549219558506	1549219580179
REQUEST	78		request_2	1549219580636	1549219580637	OK	 
REQUEST	81		request_1	1549219580029	1549219580637	OK	 
REQUEST	78		request_3	1549219580638	1549219580647	OK	 
REQUEST	75		request_4	1549219580658	1549219580661	OK	 
REQUEST	75		request_5	1549219580662	1549219580664	OK	 
REQUEST	75		request_6	1549219580662	1549219580665	OK	 
REQUEST	75		request_7	1549219580663	1549219580667	OK	 
REQUEST	63		request_8	1549219580667	1549219580670	OK	 
REQUEST	63		request_9	1549219580671	1549219580672	OK	 
REQUEST	55		request_11	1549219580676	1549219580677	OK	 
REQUEST	55		request_11 Redirect 1	1549219580677	1549219580678	OK	 
REQUEST	63		request_10	1549219580671	1549219580679	OK	 
REQUEST	55		request_11 Redirect 2	1549219580678	1549219580679	OK	 
USER	EmployeeAcceptOrder	55	END	1549219559008	1549219580679
USER	EmployeeAcceptOrder	91	START	1549219581009	1549219581009
REQUEST	91		request_0	1549219581009	1549219581011	OK	 
REQUEST	91		request_0 Redirect 1	1549219581011	1549219581013	OK	 
REQUEST	82		request_1	1549219580529	1549219581133	OK	 
REQUEST	79		request_2	1549219581139	1549219581141	OK	 
REQUEST	79		request_3	1549219581141	1549219581151	OK	 
REQUEST	64		request_8	1549219581168	1549219581173	OK	 
REQUEST	64		request_9	1549219581174	1549219581175	OK	 
REQUEST	64		request_10	1549219581174	1549219581183	OK	 
USER	EmployeeAcceptOrder	92	START	1549219581508	1549219581508
REQUEST	92		request_0	1549219581508	1549219581510	OK	 
REQUEST	92		request_0 Redirect 1	1549219581511	1549219581513	OK	 
REQUEST	83		request_1	1549219581029	1549219581635	OK	 
REQUEST	80		request_2	1549219581638	1549219581639	OK	 
REQUEST	80		request_3	1549219581640	1549219581648	OK	 
REQUEST	76		request_4	1549219581659	1549219581662	OK	 
REQUEST	65		request_8	1549219581659	1549219581665	OK	 
REQUEST	76		request_5	1549219581662	1549219581665	OK	 
REQUEST	76		request_6	1549219581663	1549219581666	OK	 
REQUEST	65		request_9	1549219581665	1549219581667	OK	 
REQUEST	76		request_7	1549219581663	1549219581668	OK	 
REQUEST	65		request_10	1549219581666	1549219581673	OK	 
REQUEST	56		request_11	1549219581678	1549219581679	OK	 
REQUEST	56		request_11 Redirect 1	1549219581679	1549219581680	OK	 
REQUEST	56		request_11 Redirect 2	1549219581680	1549219581682	OK	 
USER	EmployeeAcceptOrder	56	END	1549219560009	1549219581682
USER	EmployeeAcceptOrder	93	START	1549219582006	1549219582006
REQUEST	93		request_0	1549219582006	1549219582008	OK	 
REQUEST	93		request_0 Redirect 1	1549219582008	1549219582010	OK	 
REQUEST	84		request_1	1549219581527	1549219582131	OK	 
REQUEST	77		request_4	1549219582148	1549219582151	OK	 
REQUEST	77		request_5	1549219582151	1549219582154	OK	 
REQUEST	77		request_6	1549219582152	1549219582155	OK	 
REQUEST	77		request_7	1549219582152	1549219582156	OK	 
REQUEST	57		request_11	1549219582178	1549219582179	OK	 
REQUEST	57		request_11 Redirect 1	1549219582180	1549219582181	OK	 
REQUEST	57		request_11 Redirect 2	1549219582181	1549219582183	OK	 
USER	EmployeeAcceptOrder	57	END	1549219560509	1549219582183
USER	EmployeeAcceptOrder	94	START	1549219582509	1549219582509
REQUEST	94		request_0	1549219582510	1549219582512	OK	 
REQUEST	94		request_0 Redirect 1	1549219582512	1549219582514	OK	 
REQUEST	85		request_1	1549219582028	1549219582636	OK	 
REQUEST	81		request_2	1549219582649	1549219582650	OK	 
REQUEST	78		request_4	1549219582656	1549219582658	OK	 
REQUEST	66		request_8	1549219582656	1549219582660	OK	 
REQUEST	78		request_5	1549219582658	1549219582660	OK	 
REQUEST	81		request_3	1549219582651	1549219582661	OK	 
REQUEST	66		request_9	1549219582660	1549219582661	OK	 
REQUEST	78		request_6	1549219582659	1549219582661	OK	 
REQUEST	78		request_7	1549219582659	1549219582662	OK	 
REQUEST	66		request_10	1549219582661	1549219582668	OK	 
REQUEST	58		request_11	1549219582688	1549219582689	OK	 
REQUEST	58		request_11 Redirect 1	1549219582689	1549219582690	OK	 
REQUEST	58		request_11 Redirect 2	1549219582690	1549219582692	OK	 
USER	EmployeeAcceptOrder	58	END	1549219561008	1549219582692
USER	EmployeeAcceptOrder	95	START	1549219583006	1549219583006
REQUEST	95		request_0	1549219583007	1549219583009	OK	 
REQUEST	95		request_0 Redirect 1	1549219583009	1549219583011	OK	 
REQUEST	82		request_2	1549219583137	1549219583139	OK	 
REQUEST	82		request_3	1549219583139	1549219583149	OK	 
REQUEST	79		request_4	1549219583157	1549219583159	OK	 
REQUEST	67		request_8	1549219583157	1549219583161	OK	 
REQUEST	79		request_5	1549219583160	1549219583161	OK	 
REQUEST	67		request_9	1549219583161	1549219583162	OK	 
REQUEST	79		request_6	1549219583160	1549219583162	OK	 
REQUEST	79		request_7	1549219583160	1549219583163	OK	 
REQUEST	67		request_10	1549219583161	1549219583168	OK	 
REQUEST	59		request_11	1549219583178	1549219583179	OK	 
REQUEST	59		request_11 Redirect 1	1549219583179	1549219583180	OK	 
REQUEST	59		request_11 Redirect 2	1549219583180	1549219583182	OK	 
USER	EmployeeAcceptOrder	59	END	1549219561508	1549219583182
REQUEST	86		request_1	1549219583029	1549219583637	OK	 
REQUEST	83		request_2	1549219583636	1549219583638	OK	 
REQUEST	83		request_3	1549219583638	1549219583647	OK	 
REQUEST	80		request_4	1549219583658	1549219583660	OK	 
REQUEST	68		request_8	1549219583658	1549219583662	OK	 
REQUEST	80		request_5	1549219583661	1549219583662	OK	 
REQUEST	68		request_9	1549219583662	1549219583663	OK	 
REQUEST	80		request_6	1549219583661	1549219583664	OK	 
REQUEST	80		request_7	1549219583662	1549219583665	OK	 
REQUEST	68		request_10	1549219583662	1549219583670	OK	 
REQUEST	60		request_11	1549219583678	1549219583679	OK	 
REQUEST	60		request_11 Redirect 1	1549219583679	1549219583680	OK	 
REQUEST	60		request_11 Redirect 2	1549219583681	1549219583682	OK	 
USER	EmployeeAcceptOrder	60	END	1549219562008	1549219583683
USER	EmployeeAcceptOrder	96	START	1549219584009	1549219584009
REQUEST	96		request_0	1549219584009	1549219584011	OK	 
REQUEST	96		request_0 Redirect 1	1549219584012	1549219584014	OK	 
REQUEST	87		request_1	1549219583529	1549219584138	OK	 
REQUEST	84		request_2	1549219584138	1549219584139	OK	 
REQUEST	84		request_3	1549219584140	1549219584149	OK	 
REQUEST	69		request_8	1549219584159	1549219584163	OK	 
REQUEST	69		request_9	1549219584163	1549219584164	OK	 
REQUEST	69		request_10	1549219584163	1549219584170	OK	 
USER	EmployeeAcceptOrder	97	START	1549219584506	1549219584506
REQUEST	97		request_0	1549219584507	1549219584509	OK	 
REQUEST	97		request_0 Redirect 1	1549219584509	1549219584512	OK	 
REQUEST	88		request_1	1549219584029	1549219584637	OK	 
REQUEST	85		request_2	1549219584649	1549219584650	OK	 
REQUEST	81		request_4	1549219584656	1549219584658	OK	 
REQUEST	81		request_5	1549219584659	1549219584660	OK	 
REQUEST	85		request_3	1549219584651	1549219584661	OK	 
REQUEST	81		request_6	1549219584659	1549219584662	OK	 
REQUEST	81		request_7	1549219584659	1549219584662	OK	 
REQUEST	70		request_8	1549219584669	1549219584674	OK	 
REQUEST	70		request_9	1549219584674	1549219584676	OK	 
REQUEST	70		request_10	1549219584675	1549219584683	OK	 
REQUEST	61		request_11	1549219584688	1549219584689	OK	 
REQUEST	61		request_11 Redirect 1	1549219584689	1549219584690	OK	 
REQUEST	61		request_11 Redirect 2	1549219584690	1549219584691	OK	 
USER	EmployeeAcceptOrder	61	END	1549219563007	1549219584692
USER	EmployeeAcceptOrder	98	START	1549219585007	1549219585007
REQUEST	98		request_0	1549219585007	1549219585009	OK	 
REQUEST	98		request_0 Redirect 1	1549219585009	1549219585011	OK	 
REQUEST	89		request_1	1549219584528	1549219585134	OK	 
REQUEST	82		request_4	1549219585149	1549219585152	OK	 
REQUEST	82		request_5	1549219585152	1549219585155	OK	 
REQUEST	82		request_6	1549219585153	1549219585156	OK	 
REQUEST	82		request_7	1549219585153	1549219585157	OK	 
REQUEST	62		request_11	1549219585178	1549219585179	OK	 
REQUEST	62		request_11 Redirect 1	1549219585179	1549219585180	OK	 
REQUEST	62		request_11 Redirect 2	1549219585180	1549219585183	OK	 
USER	EmployeeAcceptOrder	62	END	1549219563509	1549219585183
USER	EmployeeAcceptOrder	99	START	1549219585507	1549219585507
REQUEST	99		request_0	1549219585507	1549219585510	OK	 
REQUEST	99		request_0 Redirect 1	1549219585510	1549219585512	OK	 
REQUEST	90		request_1	1549219585028	1549219585637	OK	 
REQUEST	86		request_2	1549219585648	1549219585650	OK	 
REQUEST	83		request_4	1549219585656	1549219585659	OK	 
REQUEST	86		request_3	1549219585651	1549219585660	OK	 
REQUEST	83		request_5	1549219585659	1549219585661	OK	 
REQUEST	71		request_8	1549219585656	1549219585661	OK	 
REQUEST	83		request_6	1549219585659	1549219585662	OK	 
REQUEST	71		request_9	1549219585661	1549219585662	OK	 
REQUEST	83		request_7	1549219585660	1549219585663	OK	 
REQUEST	71		request_10	1549219585661	1549219585668	OK	 
REQUEST	63		request_11	1549219585678	1549219585679	OK	 
REQUEST	63		request_11 Redirect 1	1549219585680	1549219585681	OK	 
REQUEST	63		request_11 Redirect 2	1549219585681	1549219585683	OK	 
USER	EmployeeAcceptOrder	63	END	1549219564006	1549219585683
USER	EmployeeAcceptOrder	100	START	1549219586007	1549219586007
REQUEST	100		request_0	1549219586007	1549219586008	OK	 
REQUEST	100		request_0 Redirect 1	1549219586009	1549219586010	OK	 
REQUEST	87		request_2	1549219586148	1549219586149	OK	 
REQUEST	84		request_4	1549219586148	1549219586150	OK	 
REQUEST	84		request_5	1549219586151	1549219586153	OK	 
REQUEST	84		request_6	1549219586151	1549219586154	OK	 
REQUEST	84		request_7	1549219586152	1549219586155	OK	 
REQUEST	87		request_3	1549219586150	1549219586158	OK	 
REQUEST	72		request_8	1549219586169	1549219586174	OK	 
REQUEST	72		request_9	1549219586174	1549219586176	OK	 
REQUEST	64		request_11	1549219586178	1549219586179	OK	 
REQUEST	64		request_11 Redirect 1	1549219586179	1549219586180	OK	 
REQUEST	64		request_11 Redirect 2	1549219586180	1549219586181	OK	 
